[datetime.datetime(2023, 12, 2, 16, 49, 19, 284619), 1, '87506', 1, 5.984513998031616, True]
[datetime.date(2023, 12, 2), 1, 'andaluza', 1, 3.491267204284668, True]
[datetime.date(2023, 12, 2), 1, 'currante', 1, 1.412445068359375, True]
[datetime.date(2023, 12, 2), 1, 'currante', 1, 5.61495041847229, True]
[datetime.date(2023, 12, 2), 1, 'adelante', 1, 3.4289143085479736, True]
[datetime.date(2023, 12, 2), 1, 'carajote', 1, 4.4984824657440186, True]
[datetime.date(2023, 12, 2), 1, 'soldador', 1, 1.6850967407226562, True]
[datetime.date(2023, 12, 2), 1, 'cilantro', 1, 3.449833393096924, True]
[datetime.date(2023, 12, 2), 2, 'integral', 1, 4.056413650512695, True]
[datetime.date(2023, 12, 2), 1, 'placenta', 1, 2.6728086471557617, True]
[datetime.date(2023, 12, 2), 1, 'cilantro', 1, 2.123854160308838, True]
[datetime.date(2023, 12, 2), 2, 'placenta', 1, 2.284085512161255, True]
[datetime.date(2023, 12, 2), 1, 'andaluza', 1, 1.898176908493042, True]
[datetime.date(2023, 12, 2), 2, 'condemor', 1, 2.031198501586914, True]
[datetime.date(2023, 12, 2), 1, 'trovador', 1, 4.502054452896118, True]
[datetime.date(2023, 12, 2), 2, 'fantoche', 1, 2.3468430042266846, True]
[datetime.date(2023, 12, 2), 1, 'recuerdo', 1, 1.8147914409637451, True]
[datetime.date(2023, 12, 2), 2, 'soldador', 1, 2.6648166179656982, True]
[datetime.date(2023, 12, 2), 1, 'circuito', 1, 2.7162623405456543, True]
[datetime.date(2023, 12, 2), 2, 'gazpacho', 1, 2.9126806259155273, True]
[datetime.date(2023, 12, 2), 3, 'recuerdo', 1, 1.9319424629211426, True]
[datetime.date(2023, 12, 2), 1, '69009', 1, 3.1280760765075684, True]
